model,age_year,shutter_count,condition,has_box,price_used
Sony A1II,1,9413,excellent,0,184200
Sony A9III,1,254614,poor,1,132700
Sony FX30,2,3280,very_good,0,49590
Sony A1II,1,7138,excellent,1,179690
Sony A7RIII,4,13032,very_good,1,27800
Sony A6100,0,234286,poor,0,13000
Sony FX30,3,2157,very_good,0,49100
Sony A7R,12,21498,good,0,9000
Sony A7SIII,3,2848,excellent,1,60690
Sony ZV1,0,922,very_good,0,13500
Sony A7V,1,5031,very_good,1,86000
Sony A7II,12,192968,fair,1,9490
Sony A5100,8,15171,very_good,1,8000
Sony A7RII,3,65611,fair,1,16000
Sony ZV1F,0,1808,very_good,0,9300
Sony ZV1F,3,917,excellent,0,9690
Sony FX3,4,3967,excellent,1,104490
Sony A7V,1,6358,excellent,1,87700
Sony FX3,0,2871,excellent,1,101600
Sony A1II,1,2239,very_good,0,198400
Sony A9,7,4600,very_good,0,32600
Sony FX2,0,1574,very_good,0,82090
Sony A9III,1,32890,very_good,0,143200
Sony A7R,0,50116,fair,1,8200
Sony A5100,5,7808,very_good,1,8390
Sony A9,9,32248,very_good,0,32990
Sony A6300,1,221748,poor,0,10400
Sony ZV E10II,1,8516,very_good,0,30500
Sony A7II,2,2226,excellent,0,11590
Sony A6500,3,3124,very_good,1,16200
Sony ZV1,2,1454,excellent,0,14900
Sony A6100,3,103754,good,0,15200
Sony A7V,0,18846,very_good,1,81190
Sony ZV E10,4,8711,good,1,15690
Sony A7RIII,5,227757,poor,1,20700
Sony A1II,1,932,good,1,166290
Sony A7IV,1,180486,poor,0,39700
Sony FX3,1,1580,excellent,1,115490
Sony FX2,0,3183,very_good,0,79100
Sony A6500,10,3807,excellent,1,16800
Sony A6100,6,8648,good,0,15600
Sony A6300,4,97571,fair,0,10500
Sony A9III,1,2725,excellent,1,135490
Sony A7II,3,118489,good,1,11090
Sony A7,3,98111,fair,0,6690
Sony A6500,10,40432,good,1,15090
Sony A7RV,2,110740,fair,-,80990
Sony A7R,11,73871,fair,1,8090
Sony RX100VII,6,963,excellent,1,31100
Sony FX3,2,2718,very_good,0,119190
Sony RX100VII,3,1310,very_good,1,31290
Sony FX2,1,1172,excellent,0,79800
Sony A7III,5,89142,fair,0,21100
Sony ZV1F,3,1274,excellent,1,10800
Sony A7S,0,53117,good,0,7400
Sony A7RIII,5,190190,poor,1,21090
Sony ZV E10,5,8723,very_good,1,16700
Sony A1,1,123296,fair,0,89500
Sony A7RIV,1,123706,fair,0,38300
Sony A7RIII,7,67379,fair,1,22800
Sony A7II,9,76338,fair,1,9700
Sony A6400,1,96925,fair,1,14690
Sony A6700,3,4915,excellent,0,38590
Sony A7,10,303454,poor,0,6100
Sony ZV1F,1,397,excellent,1,9800
Sony A7II,6,8596,good,1,10600
Sony A1II,1,14233,very_good,0,180900
Sony A1,0,135256,fair,0,87600
Sony FX3,5,2948,very_good,0,103400
Sony A7SII,7,971,very_good,1,21700
Sony A5100,8,95233,good,0,7200
Sony A1,0,172375,poor,1,90600
Sony A6700,3,7507,good,1,36300
Sony FX3,3,1590,very_good,0,116900
Sony A6600,1,79438,fair,0,21300
Sony A7S,0,74877,good,1,7490
Sony A9III,3,28154,good,0,125490
Sony RX100VII,1,477,very_good,0,29990
Sony A6500,8,1097,excellent,0,17190
Sony A7V,1,10135,excellent,1,85300
Sony A7II,10,33827,very_good,0,13090
Sony A7S,7,33264,very_good,0,9100
Sony A7RIV,4,3055,excellent,0,45200
Sony A9,7,275297,fair,0,31190
Sony A9II,0,72970,good,1,76490
Sony FX30,1,2157,very_good,1,45200
Sony ZV1,3,268,very_good,1,13690
Sony RX100VII,4,1678,excellent,0,30690
Sony FX30,1,3625,very_good,0,49900
Sony A7II,5,113745,fair,0,9700
Sony A6000,3,3142,excellent,0,9590
Sony A5000,0,154009,fair,0,4390
Sony A9,3,62685,good,1,30800
Sony A7RIV,3,271268,poor,1,37790
Sony A7II,12,88660,good,1,10690
Sony A7SII,1,25109,very_good,0,22700
Sony A7RIII,6,4793,very_good,0,31390
Sony A7II,1,75269,good,1,10000
Sony A6600,3,6458,very_good,0,24100
Sony A1II,1,4777,very_good,0,187990
Sony A7V,0,18738,excellent,1,87290
Sony ZV E10,1,1949,very_good,0,17100
Sony A7II,5,67523,good,0,10990
Sony A7R,2,51622,good,0,8490
Sony A7V,1,1359,excellent,0,86600
Sony A6100,6,25681,very_good,0,17890
Sony ZV E10II,2,12750,good,0,28790
Sony A7RIII,5,266906,poor,1,20500
Sony A7,4,32852,good,1,7600
Sony A7RIV,2,6823,very_good,1,45890
Sony A9III,3,69285,fair,1,125600
Sony A9II,2,36989,very_good,0,80390
Sony A9III,2,37985,good,1,125390
Sony Cam,0,5632,very_good,1,141400
Sony A5100,11,9396,very_good,0,7700
Sony A7II,2,71417,good,1,10990
Sony FX2,0,3769,excellent,0,82390
Sony A6400,5,193505,fair,1,14500
Sony A7V,1,15667,very_good,0,84090
Sony A7R,6,6812,very_good,1,10300
Sony A7,7,745,excellent,1,8800
Sony A5100,9,57498,fair,0,6190
Sony A1,2,196984,fair,1,90200
Sony A7II,10,20888,good,0,10600
Sony A1II,1,6392,good,0,166800
Sony A7R,0,50191,fair,0,8100
Sony ZV E10,5,2729,very_good,0,17690
Sony A9,3,199619,poor,1,30000
Sony FX3,3,2667,very_good,1,103990
Sony A7IV,2,7470,very_good,0,51400
Sony A6700,0,3001,very_good,0,36900
Sony A6300,0,54713,good,1,10700
Sony A6500,9,2372,excellent,0,17800
Sony A6400,0,99863,good,1,15200
Sony FX2,0,2949,excellent,0,81300
Sony A6100,7,203,excellent,0,16290
Sony A6600,1,5365,very_good,1,24400
Sony A7IV,1,55188,good,1,43200
Sony A7R,1,8192,good,1,9390
Sony ZV1F,0,1624,??,1,9800
Sony A7RIII,5,72973,fair,1,22200
Sony A7R,0,63704,fair,1,8390
Sony ZV E10,3,5103,very_good,0,18290
Sony A7V,1,4995,very_good,0,79500
Sony A7S,3,6510,good,0,7390
Sony A7R,4,244003,poor,1,7600
Sony A7R,7,115665,fair,1,8390
Sony A7IV,1,8197,very_good,1,48390
Sony A7RIV,6,88527,good,1,38290
Sony ZV E10II,0,680,very_good,1,30890
Sony A7V,1,9292,good,0,76700
Sony A7SII,11,41066,very_good,0,21200
Sony A6500,6,91737,fair,1,15700
Sony A9,3,46203,very_good,1,34400
Sony A5000,5,91350,fair,1,4200
Sony FX30,1,3645,excellent,0,51600
Sony A6100,3,76077,fair,0,13890
Sony A7RII,2,572,very_good,0,19000
Sony A9,8,7376,good,1,30790
Sony ZV E10,2,5437,very_good,0,17090
Sony ZV E10II,1,4744,very_good,0,33190
Sony A7V,1,5932,very_good,1,82800
Sony A6000,8,2260,very_good,0,8590
Sony A7R,11,6003,good,0,8700
Sony FX30,0,3149,very_good,0,49190
Sony A7RII,7,4372,excellent,0,19500
Sony A7SII,7,3688,excellent,0,22800
Sony A9,6,4845,very_good,1,32400
Sony A7II,9,3860,very_good,1,11100
Sony A7RII,2,92271,fair,1,16090
Sony A7II,12,53841,good,/,10290
Sony A5100,7,95381,fair,1,5990
Sony A7RII,3,49139,very_good,1,21600
Sony A7SII,9,166147,fair,0,17290
Sony A7RV,1,60930,fair,0,81990
Sony A7IV,5,165147,fair,0,41100
Sony A5000,4,179546,poor,0,4100
Sony A1II,0,6351,very_good,1,192390
Sony A5100,4,25738,good,0,6500
Sony A5100,7,1944,excellent,1,8200
Sony ZV E10II,0,5123,very_good,0,29200
Sony ZV1,6,1053,very_good,0,13990
Sony A7SIII,5,2153,very_good,1,56390
Sony ZV1F,0,1431,excellent,1,10700
Sony A7SII,11,112397,fair,1,17100
Sony A7R,5,58663,good,1,8700
Sony A9II,5,55539,fair,1,70500
Sony ZV1,0,1333,very_good,1,15690
Sony FX30,1,1175,very_good,0,48100
Sony A7R,13,28287,very_good,1,10790
Sony FX30,0,3128,excellent,0,48690
Sony A7RV,3,6216,good,0,82900
Sony A9III,0,7532,very_good,0,145300
Sony FX3,0,3028,excellent,1,117900
Sony A9II,4,242073,??,0,71190
Sony A6600,3,1268,excellent,1,24800
Sony A9II,0,49349,good,1,73590
Sony A6000,10,14131,good,1,7990
Sony FX30,0,2731,very_good,0,51500
Sony RX100VII,1,1072,very_good,0,30690
Sony A7RV,1,71509,good,1,82000
Sony A9III,-,2203,excellent,0,147600
Sony A9,8,16385,good,1,31600
Sony A7IV,1,9948,good,0,42900
Sony RX100VII,3,111,very_good,0,31800
Sony A7RIV,2,9661,good,0,37700
Sony A6700,1,89325,good,1,36390
Sony FX2,1,3600,excellent,1,77690
Sony A6300,1,5959,good??,0,10900
Sony A7R,1,97115,good,1,8800
Sony A6300,10,6870,very_good,0,12690
Sony A9II,0,76872,good,0,71800
Sony A6700,2,225931,fair,1,38800
Sony A7S,6,92186,good,0,7390
Sony FX3,0,3318,excellent,1,105900
Sony A7RIII,6,7175,very_good,0,31400
Sony A1II,1,14839,good,0,169390
Sony FX3,3,3646,excellent,1,105800
Sony A5100,6,1490,excellent,1,8390
Sony ZV E10,5,11289,good,1,16000
Sony RX100VII,6,1651,excellent,1,30390
Sony FX2,0,2030,very_good,0,84200
Sony A7III,3,50153,good,1,24800
Sony ZV1,5,1449,excellent,0,15300
Sony A1II,2,17885,good,0,167000
Sony A7IV,5,9899,good,1,42000
Sony A9II,7,84473,fair,0,70890
Sony A9,8,100856,good,1,30900
Sony A7SIII,4,3324,very_good,1,56390
Sony A6500,7,51044,good,0,14990
Sony A6300,4,8869,good,1,10790
Sony A6100,0,4641,very_good,1,16990
Sony A7III,2,9670,good,1,24690
Sony A5100,2,4519,very_good,1,7590
Sony ZV E10,4,5527,very_good,0,18790
Sony A7RIV,6,88606,fair,0,38190
Sony ZV1F,3,407,very_good,0,10700
Sony RX100VII,6,1717,very_good,1,29600
Sony A7RII,5,1367,very_good,0,19300
Sony A9II,4,4862,excellent,0,82500
Sony A6300,7,12867,good,0,11190
Sony ZV1F,3,283,very_good,1,9790
Sony A7R,2,9692,very_good,1,10700
Sony A7SII,1,30808,,1,21700
Sony A7RIII,7,2420,very_good,0,28500
Sony A7R,8,1611,excellent,0,10300
Sony ZV E10II,1,5602,very_good,0,29000
Sony A6500,4,146853,good,1,15200
Sony FX30,1,2006,excellent,1,46690
Sony FX3,0,2613,excellent,0,104500
Sony A1II,2,9251,very_good,0,177490
Sony A6000,1,135626,good,1,7800
Sony FX30,3,3150,very_good,1,51600
Sony A7RIII,8,143750,fair,0,21390
Sony A7RIV,1,64055,fair,1,38290
Sony A5100,3,93683,good,0,6800
Sony A7III,2,3820,very_good,1,26690
Sony ZV E10,1,13724,very_good,0,16890
Sony A6100,5,60666,fair,1,13790
Sony ZV E10II,0,/,good,0,28300
Sony A7,11,45338,very_good,1,7790
Sony A9II,5,70331,fair,0,70890
Sony RX100VII,6,1663,excellent,0,31300
Sony A9,5,67653,fair,0,31300
Sony A9,4,15490,very_good,0,34000
Sony A7II,6,29876,good,0,10590
Sony A7R,13,8007,very_good,0,9700
Sony A6400,7,189846,poor,1,13600
Sony A7V,0,19425,good,0,75700
Sony A5100,6,53011,fair,1,6100
Sony A7RIV,4,2524,excellent,0,44890
Sony A6500,8,64086,fair,0,15490
Sony ZV E10II,2,2273,very_good,1,33690
Sony A9III,3,187499,poor,1,129890
Sony A7RII,6,40816,good,1,17100
Sony A7V,1,2815,excellent,0,75800
Sony ZV1,3,1936,excellent,0,15700
Sony ZV E10II,0,1171,excellent,1,30400
Sony A7R,4,15104,very_good,0,11000
Sony RX100VII,1,647,very_good,1,31000
Sony ZV E10,4,8619,very_good,0,17900
Sony A7SII,11,6545,/,1,18900
Sony A7RIV,4,62572,fair,1,37590
Sony A7III,7,2643,excellent,0,25900
Sony ZV1F,1,405,excellent,1,9790
Sony ZV E10II,1,13530,very_good,1,33600
Sony A6000,5,3237,very_good,1,8590
Sony RX100VII,7,1448,very_good,1,31800
Sony A7V,1,10414,good,0,75190
Sony A6400,7,187701,fair,1,13790
Sony A7S,6,251,very_good,1,9000
Sony A6500,7,75677,good,1,14990
Sony A7II,6,15167,good,1,11000
Sony A7IV,2,9755,very_good,1,48700
Sony A7SII,7,734,excellent,1,21900
Sony FX2,0,1166,excellent,1,84400
Sony A6100,1,171731,poor,1,13000
Sony A7RII,8,47690,very_good,1,21500
Sony FX30,1,1058,very_good,1,44700
Sony A6700,2,4889,very_good,0,39100
Sony A6500,4,81082,good,0,14990
Sony A6300,4,129719,fair,1,10500
Sony A7SIII,6,-,very_good,1,62090
Sony A7RIII,0,262618,fair,1,23490
Sony FX30,1,2960,very_good,1,44300
Sony FX3,3,1869,excellent,0,104900
Sony RX100VII,7,893,very_good,0,31190
Sony A7II,0,12244,good,0,10600
Sony ZV E10,0,-,excellent,0,17800
Sony RX100VII,5,345,excellent,0,31800
Sony ZV1,2,179,excellent,0,13690
Sony A9,2,6850,very_good,1,37990
Sony A7RIV,6,4771,very_good,0,40390
Sony A6600,1,187499,poor,0,20890
Sony A6100,4,82116,good,-,15400
Sony A9II,0,65072,good,0,75290
Sony A6500,9,7914,very_good,0,16690
Sony A7III,1,34265,very_good,0,28390
Sony FX3,1,2670,excellent,0,113700
Sony A7III,0,90380,fair,1,19400
Sony A9III,2,2142,very_good,0,132300
Sony A7II,11,2200,excellent,0,12600
Sony A6000,3,397632,fair,0,7500
Sony A6600,0,24519,very_good,1,25490
Sony A6600,5,63887,fair,1,21300
Sony A7,3,34641,very_good,1,8300
Sony A5000,6,18048,very_good,0,5300
Sony A7IV,1,3000,very_good,0,51100
Sony A7RIV,3,46125,good,1,39090
Sony A6700,0,94570,fair,0,38100
Sony A1II,2,8449,good,1,166000
Sony A6300,9,128080,good,0,11490
Sony RX100VII,0,405,excellent,1,29600
Sony ZV E10II,0,6239,very_good,1,32600
Sony A7SIII,4,1817,very_good,1,60800
Sony ZV E10II,2,6531,very_good,1,30600
Sony A7III,8,39829,good,0,25390
Sony A6700,1,15751,very_good,0,39500
Sony ZV1F,1,552,excellent,1,9690
Sony A9III,0,384281,poor,0,134890
Sony A7RIII,9,92458,good,0,23600
Sony RX100VII,3,1729,very_good,0,32390
Sony ZV1,5,814,very_good,0,15300
Sony A6500,10,97464,fair,0,15600
Sony A7S,3,151811,fair,1,6990
Sony A6700,0,3445,very_good,1,40500
Sony A6300,2,10999,very_good,1,12200
Sony A7R,3,6900,very_good,0,10100
Sony FX2,1,2855,excellent,0,82800
Sony A7S,9,216673,poor,0,6600
Sony A7IV,3,70931,good,0,44590
Sony FX30,0,3294,very_good,0,47200
Sony A7S,8,133142,good,0,7900
Sony A6400,5,22260,good,0,15400
Sony RX100VII,3,386,excellent,0,31490
Sony ZV1,5,1398,excellent,0,15390
Sony A7RV,0,288,excellent,0,96600
Sony A7R,12,93498,good,0,8490
Sony FX30,2,1234,excellent,1,49700
Sony A6600,4,44184,very_good,1,24100
Sony FX2,0,1616,excellent,0,82890
Sony ZV E10II,0,16718,good,0,28590
Sony A7RIII,3,93449,/,1,21200
Sony A9,9,6866,very_good,1,36800
Sony A6100,5,32313,good,0,15300
Sony A9III,1,9964,good,0,126100
Sony A6300,0,869,excellent,0,13290
-,2,72081,fair,0,23190
Sony A7II,8,62390,fair,0,9500
Sony A7IV,5,9462,good,0,42890
Sony A6700,2,79248,fair,1,38790
Sony A6000,6,6487,very_good,1,8900
Sony A9II,3,58371,fair,0,70890
Sony A6400,7,63895,fair,0,14600
Sony A6500,5,8307,very_good,0,17590
Sony A6100,5,1042,very_good,0,16400
Sony FX2,1,3404,very_good,0,83590
Sony A6500,1,9928,good,0,15100
Sony A7II,3,92689,good,1,10490
Sony A9III,0,20992,good,1,126390
Sony FX3,3,3263,excellent,0,101790
Sony A6500,5,24681,very_good,0,17600
Sony A9,5,75188,fair,0,30800
Sony A7RII,6,55323,good,0,18590
Sony FX2,1,1445,very_good,1,75190
Sony A5100,9,6772,very_good,0,7500
Sony A7III,7,5632,good,0,21990
Sony FX2,1,1175,very_good,1,80300
Sony A9II,6,16076,very_good,0,78990
Sony A6100,3,62144,good,1,15400
Sony ZV E10,0,-,very_good,0,16390
Sony A1,0,233451,fair,1,89290
Sony A7,9,8693,good,0,7000
Sony A5000,12,68645,good,0,4490
Sony A7RII,3,90544,good,1,16800
Sony A6100,5,376132,fair,0,14190
Sony ZV1F,2,1293,excellent,1,9900
Sony A7IV,4,88683,fair,0,40900
Sony A9,9,5512,very_good,1,34000
Sony A7II,1,3754,very_good,1,12600
Sony A6100,6,13009,good,1,14400
Sony ZV1F,1,1634,excellent,0,9800
Sony A1II,2,8094,good,0,166200
Sony A5000,5,273954,fair,1,4300
Sony A7,6,57018,good,1,7190
Sony A9III,0,156788,fair,0,129600
Sony A7II,12,84908,fair,1,9800
Sony A7SIII,3,3217,excellent,1,56700
Sony A6000,0,143055,fair,1,7590
Sony A6300,0,6443,very_good,1,11600
Sony A6300,6,90224,fair,0,10500
Sony ZV E10,3,5906,very_good,1,18500
Sony A1II,0,9268,good??,1,170500
Sony A7R,0,68854,good,1,9100
Sony A6700,2,1608,very_good,1,41100
Sony A6300,4,8684,good,0,10690
Sony A6400,2,182365,poor,1,13590
Sony ZV E10,4,2693,very_good,0,16100
Sony A7R,0,38687,good,1,8600
Sony RX100VII,5,870,excellent,1,28900
Sony A6100,2,184678,fair,0,13790
Sony A7SIII,2,1216,excellent,0,58700
Sony FX30,0,1580,very_good,0,49900
Sony A5000,2,74431,good,1,4390
Sony FX30,2,3012,very_good,0,45900
Sony FX3,1,3226,very_good,1,108890
Sony FX30,3,2649,excellent,1,47600
Sony A9II,2,104053,fair,0,70990
Sony A7R,2,5822,good,1,9090
Sony A7RV,4,127499,fair,0,82090
Sony A6700,2,69863,good,1,36300
Sony FX30,2,3239,excellent,0,51590
Sony A6000,9,40120,good,1,8400
Sony A6700,2,188531,fair,1,37390
Sony A6000,11,22014,good,1,8490
Sony ZV E10II,0,17770,very_good,1,29000
Sony A6300,9,7659,good,0,11100
Sony RX100VII,2,1814,excellent,1,29500
Sony FX30,2,3791,excellent,0,47290
Sony A7SIII,0,3717,very_good,1,61790
Sony A6000,0,32009,good,1,8390
Sony A7RIII,2,203068,poor,1,20690
Sony A7III,2,85504,fair,0,21000
Sony A6500,5,44174,very_good,0,17100
Sony ZV E10II,0,11350,good,1,28300
Sony A7SII,5,99972,fair,0,16900
Sony A1II,0,16144,good,1,166890
Sony A7V,1,9514,very_good,0,77790
Sony A6600,7,31602,very_good,1,24500
Sony A6000,1,155098,poor,1,7190
Sony A7V,0,3613,excellent,0,84390
Sony FX2,0,1975,very_good,0,78090
Sony A7,11,128601,fair,0,6700
Sony ZV E10,3,17441,very_good,0,18000
Sony ZV E10II,0,9002,good,1,28200
Sony A6700,2,66118,fair,1,39290
Sony ZV1F,2,711,excellent,1,9500
Sony A7RV,4,57672,fair,1,81100
Sony A6700,2,131105,good,1,36400
Sony A5000,0,5127,good,0,4500
Sony A6700,0,51599,good,1,36290
Sony A7RII,10,82816,good,1,18090
Sony RX100VII,2,1123,excellent,1,30100
Sony A9III,1,27004,good,0,126400
Sony A7RII,1,32658,very_good,0,21190
Sony A7,13,92170,fair,0,6690
Sony A7III,6,2723,excellent,0,28700
Sony ZV E10II,1,17096,very_good,0,32390
Sony ZV E10,2,8630,good,0,-
Sony A6000,5,1578,very_good,0,9000
Sony A6100,2,25850,good,0,14400
Sony A7RII,9,34398,very_good,0,19890
Sony A6500,6,96146,good,0,15190
Sony A7V,1,8112,good,1,75200
Sony A9III,0,94489,fair,0,127800
Sony A9II,4,420,very_good,1,80990
Sony ZV1F,4,1789,very_good,1,9300
Sony A6100,5,9863,good,0,15400
Sony A7V,0,19091,good,0,74900
Sony A6500,2,62052,good,0,15190
Sony RX100VII,7,1162,very_good,1,29790
Sony A7III,8,17979,very_good,1,26490
Sony A6400,5,1188,very_good,0,19490
Sony A7,10,86923,fair,0,6690
Sony FX3,1,1232,excellent,1,117800
Sony RX100VII,1,1346,excellent,0,28790
Sony A7RII,2,7642,good,0,17600
Sony A6400,1,6697,very_good,0,17390
Sony A6700,2,79357,fair,0,36490
Sony A7II,6,37315,very_good,1,12300
Sony A7IV,1,4760,excellent,0,51200
Sony A5000,9,27646,very_good,0,5290
Sony A1II,1,12568,excellent,0,194300
Sony A1,1,86475,fair,0,87700
Sony A7,4,5982,good,0,7290
Sony A5100,4,294680,fair,0,5800
Sony A1II,2,5406,very_good,0,176900
Sony A6100,7,21190,good,1,14800
Sony A6700,2,24029,good,0,36300
Sony A7IV,0,2142,excellent,1,49900
Sony ZV1F,2,966,very_good,1,10390
Sony ZV1,6,453,excellent,0,14100
Sony ZV1,0,326,excellent,0,14800
Sony A5100,12,208153,fair,0,5890
Sony ZV1,4,187,excellent,1,14700
Sony A7,9,1872,very_good,0,8600
Sony ZV1F,0,604,excellent,0,10090
Sony A7IV,2,172233,poor,0,39500
Sony A7II,0,7228,very_good,1,11700
Sony ZV1,4,619,very_good,0,13690
Sony A7II,9,67603,fair,1,9800
Sony A1,4,4041,excellent,0,102100
Sony A9II,6,50711,fair,0,70890
Sony ZV1F,4,1094,very_good,0,9590
Sony A7III,8,82356,good,1,24800
Sony A7III,1,32560,very_good,0,26600
Sony RX100VII,6,1704,very_good,0,31100
Sony ZV1F,0,1766,very_good,1,9900
Sony A9,1,8045,good,1,32200
Sony A7S,12,33988,very_good,1,9000
Sony ZV1F,0,237,very_good,0,9500
Sony ZV E10,0,16994,good,0,16000
Sony A9III,0,273213,fair,1,128900
Sony FX30,0,1963,very_good,1,49400
Sony A6400,7,291615,poor,0,13600
Sony A7RIV,2,2070,very_good,0,45500
Sony A1II,1,477,good,1,166400
Sony ZV E10II,1,15608,very_good,0,33190
Sony A6400,4,21993,very_good,1,19700
Sony A7R,9,83359,good,1,8800
Sony A6000,9,25455,good,1,8390
Sony ZV1,0,1112,excellent,0,13990
Sony A9,5,7640,good,1,30900
Sony A9,6,44711,good,1,30600
Sony ZV1F,0,413,very_good,1,9490
Sony A9III,2,26391,very_good,0,137900
Sony A9II,3,67135,good,0,77390
Sony A6300,6,1138,excellent,0,12190
Sony A7R,13,287363,poor,1,7590
Sony A7S,3,4269,very_good,1,8890
Sony A1II,1,9998,very_good,0,174390
Sony A6000,3,45861,very_good,0,9600
Sony ZV E10II,2,2240,good??,0,32500
Sony A9II,7,138131,good,1,72800
Sony A7SII,5,61710,fair,0,17500
Sony ZV1F,2,1137,very_good,0,10200
Sony A7RIII,5,112923,good,0,23990
Sony ZV E10II,1,8173,good,0,28890
Sony A6400,6,18109,very_good,1,19400
Sony A7V,0,13560,good,1,75890
Sony A6100,6,16442,very_good,1,17400
Sony FX2,1,1732,excellent,1,76090
Sony ZV1,3,1118,very_good,1,13600
Sony A7RIV,5,57734,fair,0,37690
Sony A7RIV,5,150407,fair,1,38190
Sony A9II,6,93038,good,1,75990
Sony A9II,5,55485,good,1,76990
Sony A7S,1,4918,excellent,1,9300
Sony ZV E10II,1,13247,very_good,1,32800
Sony A6400,2,1737,excellent,1,18000
Sony A,12,240732,fair,1,4200
Sony RX100VII,2,501,excellent,1,28800
Sony A5000,12,2310,very_good,1,5300
Sony A6600,2,8763,good,1,22000
Sony ZV1,2,1526,very_good,1,15600
Sony A7R,5,234756,fair,0,8090
Sony A1II,1,1644,excellent,1,190300
Sony ZV E10,2,4872,excellent,0,18590
Sony ZV1F,2,1676,very_good,0,10400
Sony A9II,3,4908,excellent,1,84090
Sony A6300,7,11653,very_good,1,13190
Sony A6000,4,93275,good,0,7600
Sony FX30,4,1593,very_good,0,49090
Sony A6000,11,23610,very_good,1,9590
Sony A6300,6,32577,good,1,10800
Sony ZV1,0,1791,excellent,0,15500
Sony A7RII,7,82413,good,1,16700
Sony A6600,2,75842,fair,1,21400
Sony A6100,4,341222,poor,1,/
Sony ZV1F,1,619,very_good,1,9600
Sony A7SIII,1,1834,excellent,0,60190
Sony A6500,2,269363,poor,0,15000
Sony FX2,0,3915,excellent,0,74490
Sony A7SII,2,104267,good,1,18990
Sony A6000,0,92756,fair,0,7590
Sony A1II,1,3145,very_good,1,171900
Sony A7III,1,16208,good,0,22700
Sony A7RIV,6,254324,poor,0,38400
Sony A5100,7,205978,fair,1,5800
Sony A9,7,186876,fair,1,30690
Sony A7SIII,0,1302,excellent,1,63190
Sony A6400,1,39464,good,1,14800
Sony A7SIII,6,3533,very_good,1,54800
Sony A9III,1,2407,very_good,1,138600
Sony ZV E10,0,17400,very_good,0,17600
Sony RX100VII,1,845,excellent,0,29800
Sony A6300,9,59421,good,0,11290
Sony ZV1,5,1664,very_good,0,14600
Sony A7RIV,1,10766,good,1,38900
Sony FX3,2,1482,very_good,0,110290
Sony A7IV,3,19781,very_good,0,49300
Sony A9II,2,33203,very_good,1,79300
Sony A6100,4,58030,fair,1,14190
Sony RX100VII,0,753,very_good,0,31890
Sony A1II,1,unknown,good,0,168100
Sony A9II,3,189698,poor,0,67990
Sony A6700,2,223208,fair,1,37800
Sony A6100,1,95452,good,1,14490
Sony A6700,3,8984,good,1,36290
Sony A6600,5,260017,fair,0,21400
Sony A7S,6,814,very_good,1,8300
Sony A6700,1,7675,very_good,0,41700
Sony A7RIII,1,250471,poor,1,20690
Sony A7,12,71384,fair,1,6600
Sony A7RIII,4,130295,fair,0,23090
Sony A7RIV,1,1258,excellent,1,40890
Sony A7S,1,48898,very_good,1,9400
Sony FX2,0,2381,excellent,1,77690
Sony ZV1,3,496,excellent,1,15900
Sony A7RIV,2,39864,good,1,38900
Sony FX30,0,2355,very_good,1,44500
Sony A1II,1,11095,very_good,0,172400
Sony A7S,11,255731,fair,1,7090
Sony RX100VII,4,1596,excellent,0,31300
Sony A6500,7,60842,good,0,15100
Sony A7IV,5,278776,poor,0,39000
Sony A1II,0,10426,very_good,0,191090
Sony A6700,1,51123,fair,0,36690
Sony A6100,1,54205,good,1,15500
Sony A7RV,0,15744,good,0,81000
Sony A6100,5,87317,fair,0,14000
Sony A9II,4,263064,fair,0,71100
Sony A6600,0,2165,excellent,1,27400
Sony FX30,2,3567,excellent,1,51600
Sony A1,2,41933,good,0,89790บาท
Sony A6300,0,8077,very_good,1,12890
Sony FX30,3,3937,very_good,0,47890
Sony A7SIII,5,3786,excellent,0,61300
Sony A1II,0,772,excellent,0,181800
Sony A5000,3,5800,very_good,1,4790
Sony A6700,3,1832,very_good,0,39990
Sony A7,3,50332,fair,0,6790
Sony A9III,0,10736,good,0,125990
Sony A9,6,27836,very_good,1,33900
Sony FX30,3,2324,excellent,1,44800
Sony A9II,0,4036,very_good,0,86500
Sony A1II,1,17161,excellent,1,172300
Sony A6700,0,130024,good,0,36400
Sony A7II,6,32052,very_good,0,12300
Sony FX2,0,3139,very_good,0,81500
Sony A6600,6,6185,good,1,22790
Sony ZV E10II,0,3186,very_good,0,31790
Sony ZV E10II,2,19887,very_good,0,29200
Sony FX3,2,2358,very_good,0,117000
Sony ZV E10II,0,139,excellent,1,29890
Sony A7SII,2,30380,very_good,1,20490
Sony A7RII,11,8699,very_good,1,18900
Sony A5000,10,313,excellent,0,4790
Sony A7,3,134231,fair,0,6500
Sony A1II,2,6455,excellent,0,197000
Sony A6100,6,3328,excellent,1,17600
Sony ZV1F,3,1041,very_good,0,9900
Sony A6300,10,2752,excellent,0,12300
Sony A9,9,2707,excellent,1,33000
Sony FX30,2,1273,very_good,0,47290
Sony A9III,3,1015,very_good,1,135700
Sony A6000,6,6555,very_good,1,8500
Sony A6100,4,43388,good,1,15200
Sony A7RIV,3,84390,fair,1,38290
Sony A7II,2,201014,fair,0,9600
Sony A7RIII,3,97223,good,1,26900
Sony A7,1,77271,good,0,7200
Sony A7III,4,286440,fair,1,20700
Sony A7II,8,41381,very_good,1,12500
Sony A1II,2,1987,very_good,1,185990
